,ID,cf_likv1,cf_likv2,cf_likv3,cf_ob1,cf_ob2,cf_ob3,cf_ob4,cf_ob5,cf_rent1,cf_rent2,cf_rent3,сf_rent4,сf_rent5,сf_rent6,cf_rent7,cf_ru1,cf_ru2,cf_ru3,cf_ru4,cf_ru5,cf_ru6,cf_ru7,cf_ru8,cf_fu1,cf_fu2,cf_fu3,cf_fu4,cf_fu5,cf_fu6,ПДЗ,target
0,0,1.3923845704682694,1.2925053694550266,0.7059499194712723,6.493155841130518,8.76118898062558,9.298003879900318,6.64898688876364,0.5713455252886452,0.11310387617291968,0.1347974342477442,0.4133062477829665,0.740751927343235,0.9993570700481014,100.0,0.7233910645824401,0.28857079079169506,0.7922592056537584,0.281807611769432,100.0,1.0612719233042278,0.9282675180897382,0.07397329606939274,0.05377466618699476,0.5579550083188063,0.5579550083188063,0.0,0.0,0.2263088234429222,0.281807611769432,10,1
1,1,2.2726301198008225,2.197045072563046,1.5159711442349169,1.936977581806472,4.16490698475268,8.819502734571971,1.9159325964262421,0.6820626406113456,0.12996381317960243,0.16350633316784596,0.15959503932469368,0.2314465747976427,0.5060876743020547,1.0616820117968104,0.23398883008992494,0.553897074560864,0.45021158412554496,0.5599811903893794,4.587158020053032,2.117574958302626,0.9667411574900711,0.032475127378524385,0.014752617614143917,0.689554552553781,0.689554552553781,0.21799990225504357,0.15032282505624453,0.5448432021317559,0.5599811903893794,4,1
2,2,3.871201396267398,3.871201396267398,2.5257288908262394,3.2875660215115894,9.941867710184647,23.89088036067494,1.4849331401548154,0.4044871223187515,-0.043831487942247505,-0.26238446951361877,-0.31172783885600064,-0.3480994248944106,-0.6283592664706571,100.0,-0.770674322260245,0.33500424280740265,0.11667737527674403,0.7416822589069643,100.0,2.4030575599191133,1.0,0.0,0.0,0.8955138002613978,0.8955138002613978,0.0,0.0,0.7416822589069644,0.7416822589069643,6,1
3,3,2.4873047284992778,0.710513752508809,1.8080113013699077,2.12956232995652,3.316556934472535,14.098180930837362,1.0317604191443202,0.2880648250301216,0.2142707718909205,0.3142609994262728,0.130468289862071,0.2194336597480977,0.24442093058815512,0.4154887786429872,0.45291295057780334,0.2897073212771352,0.6818926651072029,0.5979583890376984,1.8934596411505602,4.250848458019774,0.28565609366951167,0.4068034578573671,0.32755291999556785,0.845931900846229,0.5945682627352802,0.5281337812895501,0.3140115848331422,-0.4074322931386215,0.5979583890376984,8,1
4,4,0.48688198715628683,0.11775854901993996,0.4221714597817449,6.170217368205981,8.943675722785093,19.59918906577395,14.685395551437988,0.11220684125130337,0.5974774329341025,1.6232617215948177,0.3649710262456196,7.74148429205915,1.639012491981028,0.4091355076287948,3.2526628695322994,-2.5082957251975175,20.211229756219755,-1.053885800624217,0.052849749762906156,2.1914020223075226,0.2418626117341655,0.8136975560814788,0.9387363349947879,0.7498357245221308,0.04714483844138129,18.92156546598965,0.8920541469521016,-7.491952459695059,-1.053885800624217,1,1
5,5,1.724077228974713,1.4021305106794661,0.905814096213,1.6780389116634187,2.7622895792702216,3.2026157405295343,1.0743070579855176,0.43952689181591564,0.6624681319276821,2.111509628327223,0.46258642990215426,0.6738043930874096,0.8359226357428693,8.80979886910059,1.052464453291965,0.26887757066276635,0.4566021602275099,0.41997957910813116,13.074712720012995,1.159406227559836,0.8132643289496349,0.10444063870485028,0.07856513972791926,0.7179367945104177,0.6865292578199992,0.07648351603697845,0.05250817150033081,0.28679962929028274,0.41997957910813116,21,1
6,6,2.042019208351196,0.33509039101031934,1.1392460068310406,3.9642382071331137,7.376784765545855,10.215471633683926,81.19022594910251,0.3296961317126614,0.08250960728761411,0.08888269759331544,0.09806167587660958,6.091573189091331,0.3955155612787737,0.11767758759426761,0.29743047140775325,10.451049599426725,61.119815255414586,0.5102886417961572,0.019318094676265617,1.3848135682901437,0.16409757050272025,1.226975071306386,0.9808025317544059,0.821799500667848,0.016097922955635908,51.76493938755818,0.8333080060640742,-1.9842693996235905,0.5102886417961572,0,0
7,7,3.005028499592863,2.9561264211132814,1.8266959602626,2.4712699959592124,6.916130062263849,11.51243494629609,2.066933062960975,0.6519320407606674,0.05019390432514371,0.041644361076569665,0.061237076339473895,0.07856305043637304,0.4530945447040751,0.8991581342434589,0.09393168691022323,0.5580564998707777,0.28293274487584735,0.6672244538993605,11.445051194539253,1.664577566161001,0.9837265841285009,0.010310838846396995,0.004583179966991605,0.7794640864800537,0.7794640864800537,0.0873740084690165,0.06810490169340241,0.6617194742221486,0.6672244538993605,18,1
8,8,1.5717931520078372,0.807539313729135,0.9928817677265784,3.2180154115288993,14.013007239951577,8.674989499007179,2.694994498634297,0.4111164169369727,0.05668727251718759,0.0517519126374406,0.061339310152050734,0.12495217815527788,0.10443545488571775,0.18344838996906426,0.1492018017890405,0.30465851495748686,1.0370652660673985,0.36378396946024244,1.468148796422686,0.6190669390560563,0.5137694566855502,0.4203527899330021,0.3352181263461927,0.7248819291982832,0.490902288040345,0.6811298707846339,0.33436821202080136,-0.23832980388546146,0.36378396946024244,6,1
9,9,1.4641825122186152,1.4348601294698264,0.7323067864502951,1.7880895819374225,4.273599006153309,2.6196315003539845,3.407964088077087,0.8185906896964378,-0.10085482120065589,-0.11647306276590659,-0.16198625127980104,-0.3771525869741883,-1.109416264456789,100.0,-0.197884306917626,0.6042258426531483,1.3282999883905422,0.3170250350246696,100.0,0.6129801828814843,0.9799735466691527,0.06297986183643926,0.025911852957585083,0.4294979190766816,0.4294979190766816,0.0,0.0,0.3030679580110048,0.3170250350246696,211,4
10,10,1.4939621680594997,0.5150255119721985,1.0338061632331723,2.8077895615061688,9.750370741227606,9.424062946166828,2.5332421083712853,0.32786570441200236,0.1377440284686548,0.34274600302181907,0.24083853304607963,0.6627383859902514,0.9167053162312389,0.47162987907609866,0.7345645787442204,0.29830891432271195,1.7517954772770918,0.33063900721201317,0.7116380898495838,0.9665338063832745,0.34473798800485195,0.6206205951233303,0.5344257320677842,0.7580435568787335,0.3633991000630259,1.405208650665911,0.5106515590527709,-0.9416513876578234,0.33063900721201317,54,2
11,11,0.6390273250541021,0.6218038521245516,0.48828975536567054,3.1243887358776923,38.58575808410944,6.467561933388279,12.108920596884873,0.535834489959315,-0.020147459192362584,-0.10137685623287941,-0.15530496023130844,-1.1232981156736739,-0.43352273125345925,-0.2638304403995959,-0.28983755831600255,-2.189249537087465,6.232854082707041,-0.5648783092574903,0.23487125698717054,0.16761526155039516,0.9730473608024629,0.05003866181456386,0.14382965495803543,0.15432109610495218,0.13825800832770704,4.2576516719311615,0.5886544403143343,-0.6082241957544082,-0.5648783092574903,3,1
12,12,1.8544471810819232,1.3309680404121238,0.9735475624841375,1.175154186884368,1.937635537036463,2.4084635175366604,3.4549368373445106,0.9161951548054401,0.04381949378396932,0.015754524134990403,0.01621914730858985,0.05204575192733274,0.19497652521437714,0.06738966200117123,0.017702721110803177,1.3546154138284618,2.208908023159065,0.46075573885227666,1.2948158015905304,1.242990991598095,0.7177168775632689,2.3186550781199857,0.3840610220815897,0.5052928753024615,0.31163249079839084,0.7723106242383021,0.24067708350144215,0.24866715831106054,0.46075573885227666,12,1
13,13,0.4899267418742087,0.4899267418742087,0.2528087830472329,0.8193457755179623,1.417888302187558,0.42798256231694787,1.110243935359204,0.3598276011315146,0.06975934927522048,0.027702499345294788,0.006991527287294155,0.02632866108903186,0.25437116793778985,100.0,0.01943021398388724,-1.4107582557807645,2.7657953701874947,-1.0411214872136034,100.0,0.3018450477774902,1.0,0.0,0.0,0.26554815163793966,0.26554815163793966,0.0,0.0,-1.0411214872136034,-1.0411214872136034,5,1
14,14,1.2903652376635149,1.1268985408890395,0.6892715365573886,1.3494661700246213,3.4220913924714336,1.9967460041644016,3.665598809088877,0.7964733571139632,0.019645791138604988,0.030829578966206802,0.025339801323550334,0.08642012334436634,0.1245696634335749,0.16127916147251123,0.03181500184183135,0.6112444039718847,2.41044991793401,0.2250256200246714,1.8662223013712567,0.5834870478787395,0.8733174980205859,0.4399281974334903,0.2339288772667082,0.382753553903738,0.29321644476919406,0.5358418443854321,0.15711764056926417,0.11260866554048962,0.2250256200246714,0,0
15,15,1.3863387005539516,0.698950710691909,0.802356133609723,2.0266497361494973,4.890682726321662,3.8602491650391757,4.189914172843276,0.5223532600083138,0.10381698268755152,0.04240700131111091,0.03693412920606413,0.14618068243588417,0.13032999058281214,0.080408,0.07070718617794455,0.5761363780976221,2.9578754279086423,0.27867555049828646,0.550059,0.7893068066475276,0.5041702366186727,0.7757888501232847,0.5945840768232362,0.6137483263016951,0.2526608070957918,1.8179867977798747,0.4593340116165572,-0.43071605007751523,0.27867555049828646,22,1
16,16,1.8644596585492665,1.7525680816572569,0.9930669030012641,3.6372548108208624,24.61912851974202,7.728430055702602,4.1600116955955455,0.6920755833778331,0.054440850637492516,0.0638341177589199,0.13821888812399077,0.22842029717445053,0.45682359445436765,100.0,0.1997164636980572,0.53028893437176,0.652598282873927,0.4636515757181367,100.0,0.3139197250424682,0.9399871290435576,0.07696245377238253,0.03768826225751004,0.6051077326916768,0.6051077326916768,0.0,0.0,0.4294087570884076,0.4636515757181367,0,0
17,17,1.807055447850039,1.2382763697918588,0.9134081288730246,2.121879964291603,10.529907721144836,3.9191420625220523,6.698756197228961,0.8894174271178229,0.02553156965596756,0.014595808383233537,0.02602729548574659,0.09238400117409111,0.23742927864214997,0.11511821283453633,0.029263307297776507,1.4099550084617114,2.549504450997748,0.44661354957881383,1.2460838605334292,0.37219149173094124,0.6852453649195489,2.0444358758646484,0.4452052354635482,0.5077535330695309,0.28172946781878383,0.8025142060438175,0.22609190018573855,0.19242583933981602,0.44661354957881383,0,0
18,18,1.4024022832010854,0.3839924441188681,0.7263600889798969,3.174708394777288,6.686701521989261,4.78359739844333,5.286686588550258,0.31203896700346206,0.030730166881531757,0.014516218036885064,0.012313643750441602,0.06571393557753037,0.020703552511022242,0.042302965940984594,0.03946187833106428,0.4778235499288273,4.336676690453521,0.2869378408901138,0.6437442160358037,0.7153897003944979,0.2738104812852824,0.8577728365708649,0.7589925401533317,0.46332314703596417,0.18738253373843003,1.5534120153467632,0.29108227937539743,-1.6042179092733435,0.2869378408901138,0,0
19,19,7.061050458081666,6.693577430201464,3.591179583579103,0.6481763970645515,4.257514840628662,4.736814060514958,0.6680121672486489,0.8930937997604984,0.019699589110845347,0.05545472692683981,0.026944956448960593,0.031093640433360343,0.26789383474121453,100.0,0.030170354397473637,0.8846464620097791,0.15396885098917232,0.8583780124591153,100.0,1.1125772282253568,0.9479577394239389,0.06495192723845306,0.00794919109329627,0.8665745172781818,0.8665745172781818,0.0,0.0,0.850603057867383,0.8583780124591153,0,0
20,20,8.912368466448163,8.81573232401576,4.857642272253279,1.1197100199713188,6.606191474783548,11.955361000995737,1.0330609773321666,0.8352058714172554,0.02178682104760288,0.009016318307436363,0.006794043344909022,0.007505077250508534,0.042314240210884715,100.0,0.008134573256028784,0.8190940334392345,0.10465548562216813,0.8877963805284041,100.0,1.8097206305070734,0.9891570750473118,0.006233613355449729,0.0011334853295539675,0.9052596153422228,0.9052596153422228,0.0,0.0,0.8865664288290825,0.8877963805284041,8,1
21,21,2.7752981770628184,1.8994489674880033,2.353318245339333,1.347824013570607,2.82180347821126,20.86083579361732,2.418021934148667,0.9226146266652281,0.08705167787779101,0.13888354829234426,0.10896826835142297,0.21188819450668536,1.4385025998451155,0.26035516287684435,0.11810810841497991,1.1475951471103472,0.9444944635014789,0.6396783566303748,1.2287384083997646,7.392731618163925,0.6844125734620153,1.9808587827593682,0.22962586347045294,0.6599818353046673,0.5142724850958361,0.8138428758830288,0.4185369982579073,0.4735315256600513,0.6396783566303748,1,1
22,22,0.5345197055809188,0.3816524747205961,0.35551837392328195,10.365434896287258,32.43332424325062,11.004163582531458,9.624747106902971,0.2704728678515865,0.0074663886389816116,-0.015658194979935484,-0.004690962236575363,-0.0161042324188719,-0.006872970919389377,-0.010977493380406003,-0.01734355935157748,-0.808610504167678,2.4329529821154,-0.8708384172912669,0.681652691968226,0.33928571428571425,0.7140101117615753,0.2778208607987593,0.4103078024337867,0.46737541841497343,0.2912875394842299,1.467022740147285,0.42732544434491543,-1.6202719191214916,-0.8708384172912669,0,0
23,23,1.2997954536006375,1.1724394537421505,0.7114400786879191,0.6436112056068004,1.7749404148761965,1.0115729612603515,2.0886194941750196,0.861271549208641,0.2575089866680734,0.42368097547864547,0.1369511236125163,0.5160136962015668,1.873347067934718,1.2499124944207127,0.15901038846383653,0.748489580978698,2.7678675617262836,0.23064817835002965,2.422246741940098,0.5699193915368193,0.9020184295108197,0.5188341292489715,0.21334173091702646,0.2681777680225718,0.26540210971264616,0.41283985759396674,0.10956856917890719,0.14707749145745996,0.23064817835002965,14,1
24,24,1.5608479263322992,1.471194722236998,0.8982507077552654,2.565907277055868,7.103504796899456,5.429370885732958,4.055240403674838,0.7619289631442863,0.02773598470848269,0.012361556173040078,0.02026303781993704,0.042030612524301104,0.08733165373574414,0.17203279367515745,0.026594392391013272,0.5678847071905027,1.0742503122087002,0.35932259438636466,4.093035607694086,0.764322829499992,0.9425612177952727,0.12495193460937153,0.05811756500521974,0.482101892001251,0.482101892001251,0.24431744451971063,0.11778590225186317,0.3202803239536718,0.35932259438636466,1,1
25,25,9.847954555540019,2.232036057119348,5.398446620479283,1.6219850660598196,5.489162189416229,19.379818836549433,0.7439296995042015,0.3804719128546845,0.5067203467483886,1.316763472191542,0.30353601320107143,0.36590864442782345,2.251956657013729,2.3434175809635067,0.7977882281076618,0.41208033832467156,0.20548675779514322,0.8984560708154928,6.404378843325612,3.530560433050435,0.22664971132139355,0.21278286262922746,0.13712263998812485,0.9590588926149485,0.8295404271624002,0.1561431677393913,0.12952707006502495,0.5519785637824354,0.8984560708154928,1,1
26,26,1.1965709080261573,1.1965709080261573,0.5982854540130786,14.34416378911879,80.11602126044039,17.163809090021797,26.60970442852819,0.7273895931807844,0.008582844924975927,0.00795356342584449,0.08227359927219507,0.20982548169070908,0.301799187463726,100.0,0.11310802360042413,0.3047513366286692,1.5503379400786845,0.16427852850811597,100.0,0.21423691316654192,1.0,0.0,0.0,0.3921048988390722,0.3921048988390722,0.0,0.0,0.1642785285081162,0.16427852850811597,0,0
27,27,1.086974857821892,0.9298136211893822,0.5469861088988933,0.15362531127847964,0.20960347155333048,0.16915072394548075,-5.339558333329024,0.9553715495555918,-0.2999489985086881,-0.2950766296353598,-0.05629842017693789,2.0481721828897723,-2.5950918195682586,-0.49573964018678074,-0.05892829884156181,-2.781101173010677,-37.380633354411366,0.08001551939864969,-0.24204002199040714,0.807003446517072,0.8554141013459744,3.328821676588013,1.2270295752023443,0.07910355566796602,-0.027487152031088653,-4.131548129009976,0.11356449154585707,-0.07548435214450633,0.08001551939864969,0,0
28,28,1.6823959519426623,0.8537372411762699,0.9792909711338265,2.081122350556972,3.8446240718367464,4.876603028727307,1.4071220712761345,0.3773139781985514,0.14376638119699497,0.30307458762501993,0.17833368550332707,0.3195690061791284,0.5778730261769813,0.7038272472555038,0.4726400181481846,0.27424731789492596,0.791972196824062,0.40560960168425264,2.2024264983350315,1.268421291030813,0.5074532188397504,0.3495884188027666,0.2806186798383335,0.7548184591791715,0.5580443724363102,0.4540446642627893,0.2533770697265834,-0.17132057941177684,0.40560960168425264,363,4
