,ID,"1-2, Уставный капитал ","1-2, Внеоборотные активы","1-2, Чистые активы","1-2, Краткосрочные обязательства","1-2, Активы","1-2, Собственные оборотные средства","1-2, Прибыль (убыток) до налогообложения ","1-2, Нематериальные активы","1-2, Кредиторская задолженность","1-2, Заёмные средства","1-2, Дебиторская задолженность","1-2, Долгосрочные обязательства","1-2, Выручка","1-2, Оборотные активы","1-2, Заёмные средства (краткосрочные)","1-2, Себестоимость продаж","1-2, Капитал и резервы","1-2, Прибыль (убыток) от продажи","1-2, Основные средства ","1-2, Заёмные средства (долгосрочные)"
0,0,1.0,1.5317591953059866,1.0731397268521206,0.6006155762211284,1.0237015251057862,11.658691915051156,4.829626284776788,1.092258972554539,0.6352086578235911,0.0,1.062345939887187,1.0194027011603581,0.8733253599830102,0.8197178395682985,0.0,0.7775561195840534,2.1251432880005345,4.197514399587267,1.6809790066941286,
1,2,1.0,1.2107931378807757,0.7938898981462513,0.9518503992155763,0.7938898981462513,0.45592025012969173,-7.548748156863914,0.5702878909969965,0.931417602832427,,1.2147844642188816,0.0,1.0624078032480775,0.5268244520635735,,1.0621372094410706,0.7797411526296564,1.2982177349754107,1.1063472142210518,
2,4,1.0,1.2047628461369908,0.8665094387888699,1.7263084101158839,1.1239291513836716,-6.116271223086799,1.0798504795165509,0.8879432624113476,1.2454018169516616,1.1658395742523973,0.9354866460206502,1.0644477467604387,1.0926456062358436,0.7341795937601611,1.8977102291884247,1.152035253415621,0.6076944702888828,1.0592740679179562,1.0058130862103662,1.056082233808538
3,5,1.0,1.0925620821446482,0.9237107550558192,1.6845004764574933,0.8831745199749776,0.39447187715707216,0.944357612193037,1.1255903697730678,2.3151069114709637,0.49287762773915605,3.084957546485638,0.6918660705765082,1.1328049783866092,0.7097278610308787,0.4361895319480695,1.0840076915974353,0.7659323288666899,1.1439586493785547,1.0988813389948395,0.5400291214804818
4,6,1.0,0.7872917128827023,0.9746280507412376,1.1818420107497183,0.7276040973058132,0.43545462608172486,0.4033444934723801,0.9011703511053316,1.0873074048406604,0.6924945131789555,0.8113815722401919,0.6808558774988569,0.8774605843816546,0.6304313996304958,1.9542796765730355,1.117939863004876,0.5401850594227505,0.2592700910970511,1.1204819160025947,0.6775063612603658
5,7,1.0,0.9572306459723677,1.0302402154435468,1.1780515306036587,1.042893665984686,1.0581175317576983,1.4112563388329409,,1.176340332412859,1.253565316600114,1.0169803406892264,0.6303756124115405,0.8338851459736927,1.0952224756073428,1.253565316600114,0.8255399407383174,1.0135813166220007,1.013477821797561,0.8805451792024229,
6,8,1.0,1.175685809455712,1.148944805194805,1.9106203772140196,1.2150291031661025,0.8073585928842574,0.5451998602466387,,1.7474393620925497,1.372140123849552,0.7479599310269262,1.1501623486437125,1.1223964862831897,1.2762026569289626,2.75818,1.1246972830419097,1.0424603113261506,0.9979851599279307,1.176332858540369,1.1287711449250424
7,9,1.0,1.0953814656470164,0.8539602695628972,0.7197001142544152,0.7427063299452158,0.6423687393547433,-22.27148080438756,0.8333333333333336,0.9316273424119978,0.0,0.5295417634603128,1.4637989778534928,0.8266517979506705,0.6932425356537603,0.0,0.921269933543844,0.7644994852253765,-3.688148824848435,0.8835871336323952,
8,12,1.0,0.8461388053054085,1.2288948516723748,1.1698494382594955,1.2903694695149124,1.6645581971525063,1.556691449814126,,1.4450700796438636,1.53218493150685,1.502436356548781,4.340679676985196,0.9176084498699307,1.3554626690818563,0.4161904761904762,0.9097415673292122,1.0121747942620511,1.1310257666812822,0.84675282006352,4.390219512195124
9,13,1.0,0.9430567742913658,0.9352315433212788,0.9078024093045921,0.9352315433212788,0.8949097244505329,0.993597906468685,,0.9378893026925843,,0.8582695867921145,,1.339443815755566,0.921625980654317,,1.2970868732907548,1.0205140161524107,5.368546414316983,0.9997010016444906,
10,14,1.0,0.8608648312334733,1.1837811862479046,0.8447021497729885,1.141881942903986,-1.9608942456551595,1.1682515111307679,0.8083832335329337,0.7975717230105897,0.9596622980917596,1.2342900767195935,0.8235294117647058,0.9262001339222974,1.245801337719874,1.2287778359206933,0.9330904714841527,8.078276765852474,0.6061224958120109,0.8608944841609515,0.8235294117647058
11,17,1.0,1.037482422537943,1.0609280872326894,1.0472250668389473,1.0283913411492072,1.0035794555897777,2.3409064497385255,inf,1.0514845395437546,0.9306905942173904,0.760846909110855,0.9372099189312965,1.125209926722092,1.0272721574620307,0.036407766990291274,1.125769379638659,1.0787166674912185,1.2977727510005221,1.0706511108446966,0.9376025084418717
12,19,1.0,0.9333478955589204,1.0640631262397153,1.4557579200246153,1.0640631262397153,1.0382498746727564,0.40577451122076097,,1.4895253292785313,,0.8560352844963568,1.1093467666867434,0.6084714506342401,1.0822056736616659,,0.628768817755117,1.0235319977848811,0.14279276959522091,0.9580218460071951,
13,20,1.0,0.8916224038675615,0.9961162461828541,1.1169556840077073,0.9961162461828541,1.0085957365146887,1.4317126045215234,0.0,1.1124882432856096,,0.9247355183073172,1.083720930232558,0.9822155679380123,1.0196954092489656,,0.9266236430108848,0.9849944112816956,-1.0514181707871986,0.8863343203666897,
14,21,1.0,1.3839928057553956,0.765127444507087,0.8483867431968923,1.158602199477378,1.4209236046306333,0.27697350377965885,0.8863636363636362,0.20648288925094432,4.057428658474662,0.9237180951042566,45.82837456937052,0.7088694599092674,1.1429893309558012,2.644876612166142,0.9961589002324875,1.0990679982895761,0.2693243954692118,1.3868548742831937,inf
15,23,1.0,1.0049810857087598,1.1706688811910035,1.0229976223586257,1.0618836417564925,1.2737514677064288,2.3258720958145154,0.43728436709346014,1.125765518652983,0.6049999072125666,1.0525096894567998,0.8878288178828576,1.3552885983299348,1.0716572568483897,0.6911683212113893,1.2573239746362204,1.2464453780806024,2.06020345713936,0.9517915906206951,0.10437008157658834
16,25,1.0,0.954854632387436,1.3403682478550367,0.7098348475142534,1.1151783416180225,1.766868767923768,1.1947143830580391,1.1472392638036815,0.6574639859530356,0.5237874665846046,1.2955900739821389,0.5238318502731221,1.1230780049167,1.5347904071558454,0.06016965127238453,1.1377729236841645,1.4044894829109684,1.1737242679835347,1.0410881808626022,0.5240557289319342
17,26,1.0,1.0270471648908426,0.9599597509112999,0.7940735765216496,0.9157807038197524,1.9591439688715877,4.637681159420289,,0.8498631349019825,0.0,0.5695381421899326,,0.9920383303434763,0.8800488131699846,0.0,0.9882756626943114,1.201211754013936,1.7708251857645674,1.0673687470961748,
18,27,1.0,1.304725236669015,1.106048008397767,2.411445569637725,1.1039271398808739,0.15072758922173782,6.792266969586557,0.8378378378378379,2.4000033020568274,1.0876479534078882,1.1551559684237558,0.27957186399656736,0.8073036829073833,1.0960474452496727,inf,1.024346995116546,-2.7511868785112936,9.8796876893734,0.9646531703325008,1.0208575189575142
19,28,1.0000378775237777,1.0210245017688768,0.8487362502486488,0.8180508789917906,0.9286686824157873,0.7938180756046933,0.7022898876898717,1.0249915966386556,0.7308165227530036,1.2853787951761717,0.8684657373766158,1.2300400033660472,0.8541748682236159,0.8080456553285814,1.3932461052052787,0.9536579664320387,0.8918956522774001,0.5333363176641308,1.189950981236631,1.2573761761452174
20,31,1.0016431718061676,1.0627585592011413,1.1349133924799324,1.698722857142857,1.1495543304801972,1.4645721925133681,1.177707336313437,6.099,2.1766333333333328,1.1816572487262615,0.9174003294892917,1.1742801358234296,1.2064699168662816,1.528348638132295,2.6128000000000005,1.0012200054659743,1.0897351325531406,1.4643465517241385,1.1263046693429113,1.1783351903435462
21,32,1.0,0.9324719282222105,1.24600865655008,1.1737901141536868,1.0552862012792288,1.0777982147369416,1.3200713523722916,0.8787878787878785,1.1998509766352654,0.7725377750881337,0.6798896616486191,0.38461538461538464,0.9837906945575947,1.1244013496843481,1.1596932998099916,0.9402287862599716,1.256320823143785,1.263284250960307,0.9324814478470905,0.38461538461538464
22,33,1.0,0.9593017539348193,1.0554905370769394,1.234709067765528,1.0554905370769394,1.1015744987619243,0.8232868238366898,,1.2418042024593654,,1.0407724106687808,1.0394601730966702,1.0230409761126467,1.1450121072192818,,1.0292082160858065,1.018415923080054,0.8712432254885855,0.957563009140628,
23,34,1.0,1.020137238004327,1.5140139072264769,2.7063494344879433,1.3632181767762772,-4.775801776100864,7.494885407225174,0.7715030408340574,2.1430061635702877,1.227386783273647,1.3909428347637098,0.2563164587104481,1.1976171518339411,1.6732943048730524,6.0202432792891205,1.3007208334936666,0.2035071283403471,1.3192956286041733,0.9239639182099922,0.04882358565938552
24,38,1.0,1.2710069749611987,1.0467727571660232,0.84883883392493,1.1421174484417356,1.0913501346637295,1.182615578974302,1.1225875410230934,0.8442916367085314,1.3400767279511958,1.0280578168916146,1.1426870580078787,1.210683018622776,0.9427189105935474,,1.1589446829920094,1.4137712448484698,1.497293532660631,0.9052364464670968,1.3400767279511958
25,39,1.0,1.0269059599210277,1.0424806782579736,1.1835764012399004,1.1114333065146327,1.0821252427054362,1.6665044155482924,,0.9857352311935588,1.684878486502654,1.1087418904316704,,1.1146326242888296,1.128221961655669,1.684878486502654,1.0984461544537631,1.0673887617489535,1.4206268775561914,1.045185063457552,
26,40,1.0,1.001204045593193,0.980320241997398,0.9194443255886926,0.980320241997398,0.9884950723026463,-1.3199283296834556,,0.9194443255886926,,1.1435237654517694,,1.0413560574314642,0.9790515202496769,,1.0615364073477953,0.9893306762058669,0.0031076716836268346,1.036035347747472,
