,Наименование ДП,"1, cf_likv1","1, cf_likv2","1, cf_likv3","1, cf_ob1","1, cf_ob2","1, cf_ob3","1, cf_ob4","1, cf_ob5","1, cf_rent1","1, cf_rent2","1, cf_rent3","1, сf_rent4","1, сf_rent5","1, сf_rent6","1, cf_rent7","1, cf_ru1","1, cf_ru2","1, cf_ru3","1, cf_ru4","1, cf_ru5","1, cf_ru6","1, cf_ru7","1, cf_ru8","1, cf_fu1","1, cf_fu2","1, cf_fu3","1, cf_fu4","1, cf_fu5","1, cf_fu6","2, cf_likv1","2, cf_likv2","2, cf_likv3","2, cf_ob1","2, cf_ob2","2, cf_ob3","2, cf_ob4","2, cf_ob5","2, cf_rent1","2, cf_rent2","2, cf_rent3","2, сf_rent4","2, сf_rent5","2, сf_rent6","2, cf_rent7","2, cf_ru1","2, cf_ru2","2, cf_ru3","2, cf_ru4","2, cf_ru5","2, cf_ru6","2, cf_ru7","2, cf_ru8","2, cf_fu1","2, cf_fu2","2, cf_fu3","2, cf_fu4","2, cf_fu5","2, cf_fu6","3, cf_likv1","3, cf_likv2","3, cf_likv3","3, cf_ob1","3, cf_ob2","3, cf_ob3","3, cf_ob4","3, cf_ob5","3, cf_rent1","3, cf_rent2","3, cf_rent3","3, сf_rent4","3, сf_rent5","3, сf_rent6","3, cf_rent7","3, cf_ru1","3, cf_ru2","3, cf_ru3","3, cf_ru4","3, cf_ru5","3, cf_ru6","3, cf_ru7","3, cf_ru8","3, cf_fu1","3, cf_fu2","3, cf_fu3","3, cf_fu4","3, cf_fu5","3, cf_fu6","1-2, cf_likv1","2-3, cf_likv1","1-2, cf_likv2","2-3, cf_likv2","1-2, cf_likv3","2-3, cf_likv3","1-2, cf_ob1","2-3, cf_ob1","1-2, cf_ob2","2-3, cf_ob2","1-2, cf_ob3","2-3, cf_ob3","1-2, cf_ob4","2-3, cf_ob4","1-2, cf_ob5","2-3, cf_ob5","1-2, cf_rent1","2-3, cf_rent1","1-2, cf_rent2","2-3, cf_rent2","1-2, cf_rent3","2-3, cf_rent3","1-2, сf_rent4","2-3, сf_rent4","1-2, сf_rent5","2-3, сf_rent5","1-2, сf_rent6","2-3, сf_rent6","1-2, cf_rent7","2-3, cf_rent7","1-2, cf_ru1","2-3, cf_ru1","1-2, cf_ru2","2-3, cf_ru2","1-2, cf_ru3","2-3, cf_ru3","1-2, cf_ru4","2-3, cf_ru4","1-2, cf_ru5","2-3, cf_ru5","1-2, cf_ru6","2-3, cf_ru6","1-2, cf_ru7","2-3, cf_ru7","1-2, cf_ru8","2-3, cf_ru8","1-2, cf_fu1","2-3, cf_fu1","1-2, cf_fu2","2-3, cf_fu2","1-2, cf_fu3","2-3, cf_fu3","1-2, cf_fu4","2-3, cf_fu4","1-2, cf_fu5","2-3, cf_fu5","1-2, cf_fu6","2-3, cf_fu6",ПДЗ,target
0,0,1.0202142990490923,0.9757871339299913,0.5315271372555529,6.094585044656589,10.657441050759154,6.762854756794104,16.17959411934917,0.7135226993576003,0.023532136872216884,0.02170200419728888,0.08760558503766867,0.3259473701782893,0.34783193478910196,1.9016272897712052,0.12277897411889188,0.05260060765241401,2.720623177599217,0.019813777426893005,5.834154418030856,0.6345664709365079,0.9564531048422766,0.11115261548003325,0.1059252329055614,0.2687721793544445,0.2687721793544445,0.171404444988537,0.046068746230608075,-0.024813676290741004,0.019813777426893005,1.2966349370133399,1.2267819690596293,0.6551784261879972,7.058610822436856,11.301351421689533,9.348228680318242,14.011002686892072,0.7581895889556626,0.1489449199042511,0.1849130000186379,0.7929459427677861,2.0759445230643303,3.419406839423175,100.0,1.045841243823985,0.45410319697922397,1.618015190062294,0.2287729017209785,100.0,0.8271779481502661,0.9461274982188822,0.13769005750913843,0.08017771344791105,0.38196875396135715,0.38196875396135715,0.0,0.0,0.18485922908816937,0.2287729017209785,1.23869675014841,1.1685904107292637,0.6257416568958429,5.170578429468705,7.4438406956210175,6.5383857284338545,9.980090982287978,0.7278967975505252,0.12296576983916023,0.14742560736320642,0.4485986716884746,1.189552311003014,1.6826248025273798,100.0,0.6162943334797901,0.3719434185578419,1.6517071629429345,0.19269990828652087,100.0,0.8783618559005684,0.9434031457572268,0.12955856535391258,0.08548972760429457,0.3771155480419541,0.3771155480419541,0.0,0.0,0.1442681791510288,0.19269990828652087,0.27642063796424754,-0.0579381868649298,0.25099483512963805,-0.0581915583303656,0.12365128893244426,-0.02943676929215422,0.9640257777802672,-1.8880323929681513,0.6439103709303797,-3.857510726068516,2.5853739235241378,-2.809842951884387,-2.168591432457097,-4.030911704604094,0.04466688959806231,-0.03029279140513741,0.1254127830320342,-0.02597915006509087,0.16321099582134901,-0.03748739265543147,0.7053403577301174,-0.34434727107931146,1.749997152886041,-0.8863922120613164,3.071574904634073,-1.7367820368957951,100.0,0.0,0.9230622697050932,-0.4295469103441949,0.40150258932680993,-0.08215977842138206,-1.1026079875369228,0.03369197288064041,0.2089591242940855,-0.036072993434457634,100.0,0.0,0.19261147721375826,0.05118390775030224,-0.010325606623394434,-0.002724352461655366,0.026537442029105185,-0.00813149215522585,-0.025747519457650345,0.005312014156383521,0.11319657460691268,-0.004853205919403081,0.11319657460691268,-0.004853205919403081,-0.171404444988537,0.0,-0.046068746230608075,0.0,0.20967290537891037,-0.04059104993714058,0.2089591242940855,-0.036072993434457634,0,0
1,1,2.2478435148252216,2.163839697363755,1.4883607469157687,1.8644880440911018,3.475780759860837,8.213267359138998,1.7492854711789627,0.6544509581541427,0.0945057701368752,0.107440831701438,0.1005951010355988,0.14421180397511763,0.2935000771962328,0.705535995506204,0.15370915082670816,0.5208289764502784,0.43358675015479753,0.5551291745156229,4.892359543799463,2.362999258752972,0.9626291523820782,0.03270960345348514,0.015945137267798812,0.697551089874415,0.697551089874415,0.20440034937076362,0.14257968647428737,0.5378585570741128,0.5551291745156229,3.287655069746927,3.048663517189194,2.7960854559777926,1.3552849155265458,5.501388737610282,25.3444144765728,0.9277548555671122,0.5590231097360896,0.04309691981013003,0.033788264752731764,0.020443444428819197,0.025033809304044946,0.046697189945306514,0.14587514382810202,0.03656994509309353,0.4763288950729111,0.22453969981470895,0.6958318379558666,5.827125311070081,4.6069121244433315,0.9273063787144405,0.030227396421525266,0.016060455449123438,0.8166333848966388,0.8166333848966388,0.17161120563174606,0.14014343974124593,0.6719874153504547,0.6958318379558666,7.912447542980914,6.790896944347625,5.338318567905745,1.7156721429274113,4.574753937569143,28.15265300393037,0.9370100260696499,0.505493911509323,0.0638015152610572,0.05894339155208719,0.041153526827412044,0.044463236187290346,0.08372003008537383,1.2440522875816993,0.0814125074316608,0.4771236486297082,0.08042346829126994,0.8736168556482761,27.979346405228757,6.153916339135317,0.8582549087951666,0.021336597949413026,0.011271144945076268,0.9255630124191371,0.9255630124191371,0.0357406490314985,0.033080222783408865,0.852744047186234,0.8736168556482761,1.0398115549217053,4.6247924732339865,0.884823819825439,3.742233427158431,1.3077247090620239,2.542233111927952,-0.509203128564556,0.3603872274008655,2.025607977749445,-0.9266348000411391,17.131147117433805,2.8082385273575703,-0.8215306156118505,0.009255170502537657,-0.09542784841805307,-0.053529198226766606,-0.051408850326745165,0.020704595450927177,-0.07365256694870624,0.02515512679935543,-0.0801516566067796,0.020710082398592847,-0.11917799467107268,0.0194294268832454,-0.24680288725092625,0.03702284014006732,-0.5596608516781021,1.0981771437535972,-0.11713920573361464,0.04484256233856727,-0.04450008137736727,0.0007947535567970898,-0.20904705034008858,-0.144116231523439,0.14070266344024362,0.1777850176924095,0.9347657672706182,22.152221094158676,2.2439128656903597,1.5470042146919853,-0.0353227736676377,-0.06905146991927391,-0.002482207031959876,-0.00889079847211224,0.00011531818132462512,-0.00478931050404717,0.11908229502222378,0.10892962752249824,0.11908229502222378,0.10892962752249824,-0.03278914373901756,-0.13587055660024755,-0.002436246733041436,-0.10706321695783708,0.1341288582763419,0.18075663183577928,0.14070266344024362,0.1777850176924095,0,0
2,2,6.9943689592379865,6.907958994507697,4.528879625447375,1.630231030504999,11.367787776716439,20.945240092424395,1.0898484317814485,0.609535565559424,-0.035869880346920215,0.03691848005241312,0.032783923518989753,0.03595661706505404,0.09209255753984581,100.0,0.0537850871571392,0.572943610967408,0.0967758951800428,0.8570278454242501,100.0,1.8425080150884365,0.987645781165696,0.0027917923181630306,0.001194162857068735,0.9117632912928341,0.9117632912928341,0.0,0.0,0.8552394418097927,0.8570278454242501,8.546937835426938,8.003440520083398,5.666305533338184,1.8127908374364425,11.629966960110643,30.47687295948453,1.1538644582881035,0.5896203002853952,0.05969179715307947,0.16727405194540163,0.14429759386314545,0.1557735655082154,0.3858709653923091,100.0,0.24472969094398678,0.562040131002001,0.07952988915361912,0.882999032021151,100.0,2.620546822189303,0.9364102880109001,0.011415546160904195,0.00503183533180044,0.926329145721039,0.926329145721039,0.0,0.0,0.8750537350167523,0.882999032021151,9.437036137487796,8.592802402034584,5.8806956268645845,2.1653118596755196,9.900172888229116,33.78947449720411,1.3203867848022872,0.56938408640719,0.1488774895849667,0.2466376584132841,0.2223998246019939,0.2381824892926138,0.5183160864733651,100.0,0.39059719073874266,0.5451738367648375,0.07096527490012425,0.8940345267909288,100.0,3.413018628935092,0.9105403727236385,0.0137659918811079,0.006308477502112822,0.9337370906757531,0.9337370906757531,0.0,0.0,0.8836235312750563,0.8940345267909288,1.5525688761889516,0.8900983020608582,1.0954815255757007,0.5893618819511861,1.137425907890809,0.2143900935264007,0.18255980693144358,0.3525210222390771,0.26217918339420443,-1.7297940718815266,9.531632867060136,3.31260153771958,0.06401602650665494,0.16652232651418375,-0.01991526527402876,-0.02023621387820529,0.09556167749999969,0.08918569243188722,0.13035557189298852,0.07936360646788249,0.11151367034415569,0.07810223073884845,0.11981694844316135,0.0824089237843984,0.2937784078524633,0.13244512108105605,0.0,0.0,0.19094460378684758,0.14586749979475588,-0.01090347996540697,-0.01686629423716346,-0.017246006026423677,-0.008564614253494876,0.025971186596900897,0.01103549476977772,0.0,0.0,0.7780388071008664,0.7924718067457892,-0.05123549315479592,-0.02586991528726157,0.008623753842741165,0.0023504457202037053,0.0038376724747317048,0.001276642170312382,0.014565854428204905,0.007407944954714085,0.014565854428204905,0.007407944954714085,0.0,0.0,0.0,0.0,0.0198142932069596,0.008569796258304008,0.025971186596900897,0.01103549476977772,7,1
3,3,1.9260534411632662,0.7179363671869842,1.1943830705263305,2.7311634253468333,4.039019375818274,8.587053951926396,1.4356829969582712,0.30346937302065785,0.3633752533082187,0.5840131043284188,0.26178262337788577,0.4534577379282845,0.4795425666409387,0.9821667503901992,0.8626327618242572,0.25274267975898046,0.7321918929420833,0.48080360667664734,2.165949918238095,2.126024451216386,0.37274997247915237,0.3806531130312027,0.3147246280700962,0.8068517223844434,0.5773032445623133,0.4616911922014596,0.26653582324374525,-0.3928811043772535,0.48080360667664734,1.3195012935861297,0.7059365824559771,0.8327609094724545,3.2957255341622016,5.045371341014329,7.440186250902733,1.6860848111479714,0.29662855393720405,0.29155229654745857,0.4213543482358045,0.2462656368161581,0.424736164251344,0.4223729945853902,1.0545683877296972,0.8302155458314113,0.12387714279953305,0.7247073921580769,0.2421379161499658,2.482878729171836,1.47465582769314,0.5350025694460584,0.27778774721126254,0.25204961326360503,0.7329141055602025,0.5798084965292165,0.4027582935287177,0.2335226806355587,-0.41655783940388125,0.2421379161499658,1.834677735612281,0.653296308855231,1.2564440603583666,3.489091602651794,5.543718947102887,13.9095134666875,2.0093148747796703,0.30607647394619825,0.29020760046853084,0.4043644018616598,0.2592110301548374,0.48770718775061545,0.46211379534580593,0.7681578526330309,0.8468832210880773,0.26199600325757005,0.8815063057281466,0.4549451489003472,1.575039023262912,2.509058197107291,0.3560823223470408,0.4347488897696118,0.3620892824145841,0.7911340084241886,0.5314890505312432,0.6349049040882564,0.3374450046514974,-0.5306989897926983,0.4549451489003472,-0.6065521475771365,0.5151764420261513,-0.011999784731007046,-0.05264027360074608,-0.361622161053876,0.42368315088591213,0.5645621088153683,0.19336606848959237,1.006351965196055,0.4983476060885579,-1.1468677010236634,6.469327215784767,0.2504018141897002,0.3232300636316989,-0.006840819083453797,0.009447920008994193,-0.07182295676076011,-0.0013446960789277318,-0.16265875609261432,-0.016989946374144693,-0.015516986561727675,0.012945393338679279,-0.028721573676940504,0.06297102349927147,-0.05716957205554851,0.03974080076041575,0.072401637339498,-0.28641053509666625,-0.03241721599284586,0.016667675256666015,-0.1288655369594474,0.138118860458037,-0.00748450078400642,0.1567989135700697,-0.23866569052668155,0.2128072327503814,0.31692881093374137,-0.9078397059089243,-0.6513686235232461,1.0344023694141509,0.16225259696690603,-0.1789202470990176,-0.10286536581994016,0.15696114255834925,-0.06267501480649118,0.11003966915097907,-0.07393761682424083,0.05821990286398604,0.0025052519669032103,-0.04831944599797333,-0.058932898672741874,0.23214661055953867,-0.03301314260818655,0.1039223240159387,-0.02367673502662776,-0.114141150388817,-0.23866569052668155,0.2128072327503814,0,0
4,4,1.1448267921164883,0.18818178847502365,0.9442114194396523,4.145944169772796,7.657276208548284,22.33923381377278,8.16754638437412,0.17177342020788677,0.6163004567870546,1.7317719112692218,0.3798688648001659,4.356582031818684,1.5266374782134953,0.4417151958288145,2.2114531127134454,0.24921678363414593,10.468647303091055,0.12650541821155423,0.10139030841212407,2.9173864446517066,0.16437577262419256,0.9209588601628765,0.8974133316760003,0.8350287810395843,0.08719424127119835,9.862875610707007,0.8599859556278046,-4.314010500717102,0.12650541821155423,0.8486142253156549,0.086806442092063,0.6117516657295125,7.085765594363729,15.189774065104752,15.530156468669125,11.794103152355145,0.0825036818623931,0.5599051374611892,1.623843524191395,0.33363249496381825,6.730900238038343,1.2930928050283583,0.37201031018446035,4.04384977049,-0.296929194819343,19.174594320521138,-0.17839174759064974,0.055269027474529796,1.0224086548032554,0.10229199499899265,0.9299340320617719,0.9450947266833327,0.8901272288657166,0.04956729161997686,18.09331637798115,0.8968366892798951,-10.519882348587043,-0.17839174759064974,0.1976464168262747,0.07855523891515394,0.1741837369302831,5.732175564226284,10.385566705541091,8.410821513780332,3.169900765347375,0.06878426071338427,0.4958542782204062,3.673520714064484,0.5988294312662948,4.814378670298287,2.720676590543574,0.7304078144375011,8.705907791341176,-2.244931192701783,7.039649387502084,-4.059540243924433,0.15171382736128794,0.8098567706750988,0.39745339266232005,0.566570891017928,0.8092228123708128,0.6455811406719019,0.12438353363450594,6.591357013350024,0.8198562767670593,-11.729895724460606,-4.059540243924433,-0.2962125668008334,-0.6509678084893802,-0.10137534638296065,-0.008251203176909055,-0.3324597537101398,-0.43756792879922934,2.9398214245909333,-1.353590030137445,7.532497856556468,-4.8042073595636605,-6.809077345103654,-7.119334954888792,3.6265567679810253,-8.62420238700777,-0.08926973834549368,-0.013719421149008829,-0.05639531932586539,-0.06405085924078302,-0.1079283870778267,2.049677189873089,-0.04623636983634766,0.2651969363024766,2.374318206219659,-1.9165215677400562,-0.23354467318513694,1.4275837855152158,-0.06970488564435418,0.3583975042530408,1.8323966577765542,4.662058020851176,-0.5461459784534889,-1.9480019978824403,8.705947017430082,-12.134944933019053,-0.30489716580220394,-3.881148496333783,-0.046121280937594274,0.09644479988675814,-1.8949777898484512,-0.21255188412815662,-0.06208377762519991,0.2951613976633274,0.008975171898895407,-0.36336314104384393,0.04768139500733237,-0.13587191431251988,0.05509844782613227,-0.24454608819381474,-0.037626949651221486,0.07481624201452908,8.230440767274143,-11.501959364631126,0.03685073365209057,-0.07698041251283583,-6.205871847869941,-1.2100133758735634,-0.30489716580220394,-3.881148496333783,2,1
5,5,4.092003531380408,2.6246905160873273,2.469100067038262,1.0513292139637898,7.522518214287043,6.5451670650719915,0.7263796704113217,0.5469405570915391,0.6560090246949302,2.4237562639786048,0.43261635518247166,0.5464969640045132,0.9727033206499445,4.597996258406624,0.7909750878285416,0.5220702306130378,0.2632369476045543,0.7556209342608614,8.413580607501146,0.870076599168769,0.6414194161757986,0.16492770282665542,0.0862503452355669,0.8429816436086711,0.791617124480309,0.1188554607901953,0.0940880180995165,0.6190026999866186,0.7556209342608614,2.731880026792838,1.709885961216474,1.4691086050558968,1.2115712330221626,4.86257003243103,3.8507004344429396,0.7091828947501033,0.4360644862827511,0.5839225918289856,1.5002533371274387,0.2944076097697105,0.3951915152370298,0.5229402189435532,3.390566242433808,0.675146954248441,0.3710782327665851,0.34232778679244646,0.6339517144997117,8.5795522214089,0.7919064216578061,0.6259008245043028,0.16917682802565315,0.11352590027497396,0.8123030208459918,0.7449745210069334,0.11655619946046368,0.08683139886344751,0.41516567614335814,0.6339517144997117,5.844894084680914,2.508063294655361,3.5443241240134036,0.9149781940938415,6.07794026070097,8.239206271119073,0.46341735746180784,0.42138458557994063,0.48122310755165953,1.1654244235959954,0.161265421959731,0.19383141436925982,0.28179009695670715,1.5622617498872216,0.3827036571301858,0.4198258674112044,0.20194032926451363,0.8289105011122555,8.05989965543472,1.3555918481779952,0.4291032922613313,0.16577066966600698,0.10336986084309682,0.9125531141743173,0.8319880576866207,0.12407102355495318,0.10322560990267644,0.6012859794523595,0.8289105011122555,-1.3601235045875701,3.113014057888076,-0.9148045548708532,0.7981773334388869,-0.9999914619823653,2.0752155189575068,0.16024201905837288,-0.2965930389283211,-2.659948181856013,1.21537022826994,-2.694466630629052,4.388505836676133,-0.017196775661218355,-0.24576553728829548,-0.11087607080878803,-0.014679900702810444,-0.07208643286594452,-0.10269948427732611,-0.9235029268511661,-0.3348289135314433,-0.13820874541276118,-0.13314218780997947,-0.15130544876748342,-0.20136010086776995,-0.4497631017063912,-0.2411501219868461,-1.2074300159728164,-1.8283044925465863,-0.11582813358010069,-0.2924432971182552,-0.15099199784645273,0.04874763464461934,0.07909083918789217,-0.14038745752793283,-0.12166921976114975,0.19495878661254384,0.16597161390775383,-0.5196525659741802,-0.07817017751096289,0.563685426520189,-0.015518591671495718,-0.19679753224297153,0.0042491251989977274,-0.0034061583596461664,0.027275555039407054,-0.010156039431877137,-0.030678622762679297,0.10025009332832546,-0.046642603473375566,0.08701353667968725,-0.002299261329731614,0.007514824094489503,-0.00725661923606899,0.01639421103922893,-0.20383702384326047,0.18612030330900137,-0.12166921976114975,0.19495878661254384,0,0
6,6,3.8280835767409727,0.3889480684768991,2.056641805626246,2.8481965866908823,6.8212604961213,12.658526375941538,49.98258361629882,0.38051444842469967,0.27924134219010255,0.2463539539502334,0.17689612306900543,8.158229202037356,1.0987333187451318,0.20203841889996343,0.46488674425200327,12.964613327674021,45.11875636672327,0.7387726835234493,0.024764984397534252,1.8557459260116835,0.10160386017695801,1.4187838241211366,0.9759236393491572,0.886961771664446,0.021683151905664666,40.379593378607815,0.8755568571173244,-1.5710373210386397,0.7387726835234493,1.6954696123469246,0.39402650357125324,1.3059245307978549,2.381821767538092,9.113210987405079,13.538159453563168,21.46857301522026,0.3775230444034011,0.2250916029782905,0.26403177761396357,0.1678526770629328,4.007547919833457,0.9701495809820087,0.19190469367166263,0.44461571167977315,3.697277662173579,22.875388763271925,0.41019290896298216,0.0478858138468966,1.4855531680626721,0.232399625862848,1.181489676084821,0.9461182422540563,0.7643508334062427,0.04188413474289992,20.883011473862805,0.8746668664087947,-1.5379003466429673,0.41019290896298216,1.344762008922294,0.32063425259361916,0.7187192663257277,2.6066570926281507,9.906190841354396,4.024247065745718,7.801224074111302,0.2896072065193639,0.2031053293481243,0.6213366604163989,0.34186813143118694,3.5328736272438372,2.265611441331967,0.48778018499930814,1.180454504360991,0.767278131663969,9.334024445197382,0.25637399527563237,0.138068959285093,0.406235568261626,0.23843196823397672,0.9682992773007821,0.8766725457406104,0.774093042611782,0.09676772154963678,7.242757569680384,0.7008651477543554,-2.11881837923108,0.25637399527563237,-2.1326139643940483,-0.3507076034246306,0.005078435094354128,-0.07339225097763408,-0.7507172748283912,-0.5872052644721272,-0.4663748191527901,0.22483532509005855,2.291950491283779,0.7929798539493174,0.8796330776216301,-9.513912387817449,-28.514010601078557,-13.667348941108958,-0.0029914040212985493,-0.08791583788403723,-0.05414973921181204,-0.021986273630166198,0.017677823663730163,0.35730488280243533,-0.009043446006072625,0.17401545436825414,-4.150681282203899,-0.4746742925896199,-0.12858373776312315,1.2954618603499581,-0.010133725228300805,0.2958754913276455,-0.02027103257223012,0.735838792681218,-9.267335665500443,-2.92999953050961,-22.243367603451343,-13.541364318074542,-0.3285797745604671,-0.1538189136873498,0.02312082944936235,0.09018314543819639,-0.3701927579490114,-1.0793175998010462,0.13079576568589002,0.006032342371128707,-0.23729414803631554,-0.2131903987840389,-0.029805397095100883,-0.0694456965134459,-0.12261093825820335,0.009742209205539365,0.020200982837235253,0.05488358680673686,-19.49658190474501,-13.640253904182421,-0.0008899907085297976,-0.17380171865443927,0.033136974395672425,-0.5809180325881127,-0.3285797745604671,-0.1538189136873498,0,0
7,7,3.2322916140758333,3.1353619119135474,1.9637244777981133,3.24575927025085,8.434696721644187,16.240295941228574,2.5123420718560467,0.6207832756397205,0.041299326275264676,0.024360622821837388,0.04525312466668605,0.05642492997763316,0.28270570418980323,0.7986879634911581,0.07289681671925273,0.5345678763576284,0.24687367763515836,0.690621973696542,14.154877353108953,1.925415516073568,0.97001208005485,0.015657095127293803,0.007348823068183639,0.8020058630932175,0.8020058630932175,0.0706470268200778,0.05665932971980619,0.6810575531327766,0.690621973696542,5.909290610289867,5.617843796124737,3.343407158209513,1.8755764747972208,2.69217190358507,14.441837942537397,1.6108426533389988,0.7449626558781334,0.04106014544587506,0.02762754291421051,0.03548264180251239,0.04090720323013515,0.3542459203824968,1.7001895640027944,0.0476300946396928,0.7135127479433574,0.15287929962527935,0.8307749498292236,41.56210715354684,5.364381792747229,0.950679898250793,0.025643956402824835,0.007483596128829356,0.8673934906499147,0.8673934906499147,0.02406037779330112,0.020869815080487148,0.8219957627355511,0.8307749498292236,5.510459022650206,5.399649026912731,2.8399618704654976,1.860803060292124,2.931062697739995,10.904570857660246,1.6071124547332776,0.7445727308610044,0.0900697899144626,0.09184785411616737,0.10950339867543889,0.1270183091527358,0.9818071882057938,3680.5333333333324,0.1470687739917792,0.7069339186372358,0.15994855583624376,0.8185269147471024,28976.39999999999,3.720347185363264,0.97989096819666,0.010855891534268277,0.003206098467127171,0.8621071986068108,0.8621071986068108,3.451084330696706e-05,2.9752046444927977e-05,0.8148027779183726,0.8185269147471024,2.6769989962140337,-0.39883158763966087,2.48248188421119,-0.21819476921200653,1.3796826804113997,-0.5034452877440154,-1.3701827954536294,-0.014773414505096838,-5.742524818059117,0.23889079415492498,-1.7984579986911768,-3.5372670848771506,-0.901499418517048,-0.0037301986057212133,0.1241793802384129,-0.0003899250171289781,-0.00023918082938961804,0.04900964446858754,0.0032669200923731226,0.06422031120195687,-0.00977048286417366,0.0740207568729265,-0.01551772674749801,0.08611110592260064,0.07154021619269357,0.627561267823297,0.9015016005116363,3678.8331437693296,-0.025266722079559933,0.0994386793520864,0.17894487158572903,-0.006578829306121636,-0.093994378009879,0.007069256210964409,0.14015297613268163,-0.012248035082121245,27.40722980043789,28934.837892846444,3.4389662766736606,-1.6440346073839645,-0.019332181804056936,0.029211069945866974,0.009986861275531032,-0.014788064868556558,0.0001347730606457171,-0.004277497661702186,0.06538762755669714,-0.005286292043103824,0.06538762755669714,-0.005286292043103824,-0.04658664902677668,-0.024025866949994153,-0.03578951463931904,-0.02084006303404222,0.14093820960277448,-0.007192984817178449,0.14015297613268163,-0.012248035082121245,8,1
8,8,2.353152932793799,0.9148644988970962,1.4370313844555214,3.6589920481944045,9.33820450862452,13.505938678143663,2.5030591581518298,0.3914099446946976,0.06375404970437003,0.10675944691038752,0.13670041472343372,0.238917314618726,0.22533178406007764,0.46169655366067147,0.3492512558158454,0.39337465798951954,0.7477438901856518,0.5750382450439622,1.9324533025053696,1.446310012344443,0.38878242299828614,0.4296809147613982,0.31367431596592293,0.8240260102084407,0.5721662113170233,0.5174769287845296,0.29608281378661333,-0.0930580443393946,0.5750382450439622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6621144345388552,1.6207727744063096,1.0079072107842515,3.0442853966429366,12.756799043651005,7.795635101817188,3.0628852903250317,0.6207644609266557,0.07859283809576306,0.10744792482197568,0.1796017011169766,0.29109112742728943,0.47761152683465663,1.5325333333333333,0.2893234268741374,0.4007905772311222,0.6207593002568426,0.39835670804613116,5.264788888888889,0.6110964886365469,0.9751270675030173,0.025120175800027483,0.015205332258124853,0.6169947627889779,0.6169947627889779,0.1899411393513721,0.11719268821796802,0.3830103665417876,0.39835670804613116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1
9,9,1.520062989699986,1.504942021801667,0.857792094892203,1.4995186108968477,2.737608700121292,2.9522954390515617,3.1517342579553382,0.8769982446308169,0.022605329458455833,0.004817961218494984,0.005401895601207775,0.01294628593067702,0.04401440325078958,0.04146373817961304,0.00615952840758737,0.7191046471722897,1.3966190549447945,0.3421325255755556,3.2027516155318465,1.078421265581439,0.9900524070378797,0.04712872082053751,0.013702627309546314,0.41725446434082314,0.41725446434082314,0.31223151840763047,0.1302799949634977,0.33552257461531104,0.3421325255755556,3.4121374178922292,1.8487291738842877,1.7109919258460375,2.0277176783250135,4.502689697437411,6.958898503274086,3.5427059397806944,0.8982496840004774,0.041787859693341735,0.043344520150474186,0.06537900049274499,0.12716535901801335,0.6448516315996013,0.30517142857142854,0.07278488560282115,1.2351029252437702,0.9450489921779192,0.7069285677779861,2.399800000000001,1.5454981290926095,0.5418097067808888,2.1879323828430484,0.302169271287688,0.7283628317229854,0.51412586727714,0.41670139178264837,0.21423696444584542,0.4590878890611425,0.7069285677779861,2.368782256423537,2.2050712471479614,1.1998219765290108,2.5667062333078237,4.990919444233543,6.240485299562358,4.325294942064364,0.9551849144425714,0.08934759657657823,0.06341037514841665,0.12568438483686653,0.22173458175142616,2.8385276280323444,5.0297014925373125,0.1315812079279054,0.9737529527105716,0.7642174247757915,0.5778421603386071,22.683432835820895,1.2503678669413407,0.9308881139954368,0.668025965379494,0.05016686874242216,0.5918119974340231,0.5668235592487059,0.04408503806446943,0.024988438185317246,0.5464999140987397,0.5778421603386071,1.8920744281922433,-1.0433551614686922,0.3437871520826208,0.35634207326367373,0.8531998309538346,-0.5111699493170268,0.5281990674281658,0.5389885549828102,1.7650809973161192,0.48822974679613207,4.006603064222524,-0.7184132037117283,0.39097168182535613,0.7825890022836695,0.021251439369660563,0.05693523044209392,0.019182530234885902,0.047559736883236496,0.038526558931979205,0.02006585499794246,0.059977104891537215,0.06030538434412154,0.11421907308733632,0.09456922273341281,0.6008372283488118,2.1936759964327432,0.2637076903918155,4.724530063965884,0.06662535719523378,0.05879632232508425,0.5159982780714805,-0.2613499725331986,-0.4515700627668754,-0.1808315674021277,0.36479604220243045,-0.12908640743937894,-0.8029516155318457,20.283632835820896,0.4670768635111706,-0.2951302621512688,-0.44824270025699087,0.389078407214548,2.140803662022511,-1.5199064174635544,0.2884666439781417,-0.25200240254526585,0.3111083673821623,-0.1365508342889623,0.09687140293631691,0.05269769197156582,0.1044698733750179,-0.3726163537181789,0.08395696948234771,-0.18924852626052818,0.12356531444583146,0.08741202503759715,0.36479604220243045,-0.12908640743937894,124,4
